baseline_cost,baseline_carbon_tonnes,baseline_reliability,baseline_gas_used,baseline_unserved_mw
2790952.0,17094.58,1.0,34886.9,0.0
6024735.2,22022.04,0.9903,44942.9,485.9
1887104.0,11558.51,1.0,23588.8,0.0
2718192.0,16648.93,1.0,33977.4,0.0
6638514.8,23318.27,0.9893,47588.3,566.3
2688032.0,16464.2,1.0,33600.4,0.0
14362136.4,17657.07,0.9427,36034.8,2295.9
24133655.6,21762.16,0.9166,44412.6,4116.1
2868072.0,17566.94,1.0,35850.9,0.0
34063959.6,29438.65,0.9123,60078.9,5851.5
5164413.2,23151.66,0.9947,47248.3,276.9
3693784.0,22624.43,1.0,46172.3,0.0
3755312.0,23001.29,1.0,46941.4,0.0
2240264.0,13721.62,1.0,28003.3,0.0
2282880.0,13982.64,1.0,28536.0,0.0
3461608.0,21202.35,1.0,43270.1,0.0
2574064.0,15766.14,1.0,32175.8,0.0
2984608.0,18280.72,1.0,37307.6,0.0
2737384.0,16766.48,1.0,34217.3,0.0
2880272.0,17641.67,1.0,36003.4,0.0
1774368.0,10868.0,1.0,22179.6,0.0
2719528.0,16657.11,1.0,33994.1,0.0
2285200.0,13996.85,1.0,28565.0,0.0
2273344.0,13924.23,1.0,28416.8,0.0
2692472.0,16491.39,1.0,33655.9,0.0
6148710.4,20690.93,0.9882,42226.4,554.1
2325328.0,14242.63,1.0,29066.6,0.0
2121392.0,12993.53,1.0,26517.4,0.0
2851632.0,17466.25,1.0,35645.4,0.0
3009832.0,18435.22,1.0,37622.9,0.0
18030830.8,17222.77,0.9221,35148.5,3043.8
3533064.0,21640.02,1.0,44163.3,0.0
4394336.0,26915.31,1.0,54929.2,0.0
30294347.6,26595.96,0.9139,54277.5,5190.4
2419272.0,14818.04,1.0,30240.9,0.0
2093936.0,12825.36,1.0,26174.2,0.0
3097912.0,18974.71,1.0,38723.9,0.0
3766064.0,23067.14,1.0,47075.8,0.0
19614068.4,18541.71,0.9211,37840.2,3317.4
2051584.0,12565.95,1.0,25644.8,0.0
18481194.8,21638.06,0.9391,44159.3,2989.7
21511290.8,20940.4,0.9238,42735.5,3618.5
2383432.0,14598.52,1.0,29792.9,0.0
2343464.0,14353.72,1.0,29293.3,0.0
2845112.0,17426.31,1.0,35563.9,0.0
2635400.0,16141.83,1.0,32942.5,0.0
32718128.0,30527.78,0.9199,62301.6,5546.8
2140848.0,13112.69,1.0,26760.6,0.0
1919936.0,11759.61,1.0,23999.2,0.0
2957224.0,18113.0,1.0,36965.3,0.0
3083544.0,18886.71,1.0,38544.3,0.0
2460280.0,15069.22,1.0,30753.5,0.0
1756088.0,10756.04,1.0,21951.1,0.0
3444864.0,21099.79,1.0,43060.8,0.0
2671960.0,16365.75,1.0,33399.5,0.0
2462080.0,15080.24,1.0,30776.0,0.0
2454568.0,15034.23,1.0,30682.1,0.0
4429360.0,27129.83,1.0,55367.0,0.0
2057888.0,12604.56,1.0,25723.6,0.0
13796221.6,26112.84,0.9678,53291.5,1906.6
2771840.0,16977.52,1.0,34648.0,0.0
2540880.0,15562.89,1.0,31761.0,0.0
3159664.0,19352.94,1.0,39495.8,0.0
2408928.0,14754.68,1.0,30111.6,0.0
2574272.0,15767.42,1.0,32178.4,0.0
7415188.8,19428.43,0.9807,39649.9,848.6
3951536.0,24203.16,1.0,49394.2,0.0
2844720.0,17423.91,1.0,35559.0,0.0
2389904.0,14638.16,1.0,29873.8,0.0
17351918.8,23023.68,0.9479,46987.1,2718.6
2115880.0,12959.76,1.0,26448.5,0.0
2955512.0,18102.51,1.0,36943.9,0.0
1817744.0,11133.68,1.0,22721.8,0.0
1720208.0,10536.27,1.0,21502.6,0.0
3251168.0,19913.4,1.0,40639.6,0.0
2214864.0,13566.04,1.0,27685.8,0.0
3385080.0,20733.62,1.0,42313.5,0.0
3403792.0,20848.23,1.0,42547.4,0.0
3287872.0,20138.22,1.0,41098.4,0.0
3254992.0,19936.83,1.0,40687.4,0.0
5122824.4,24527.41,0.996,50055.9,223.7
1926520.0,11799.93,1.0,24081.5,0.0
1867344.0,11437.48,1.0,23341.8,0.0
3066104.0,18779.89,1.0,38326.3,0.0
2476080.0,15165.99,1.0,30951.0,0.0
30929318.0,27587.42,0.9155,56300.8,5285.1
1863960.0,11416.75,1.0,23299.5,0.0
2650808.0,16236.2,1.0,33135.1,0.0
2398952.0,14693.58,1.0,29986.9,0.0
3014208.0,18462.02,1.0,37677.6,0.0
3210640.0,19665.17,1.0,40133.0,0.0
3692216.0,22614.82,1.0,46152.7,0.0
22642476.8,20918.57,0.9189,42691.0,3845.4
22231964.0,17171.22,0.9002,35043.3,3885.7
1962864.0,12022.54,1.0,24535.8,0.0
3452928.0,21149.18,1.0,43161.6,0.0
5178632.4,19362.85,0.9908,39516.0,403.5
3453048.0,21149.92,1.0,43163.1,0.0
2158136.0,13218.58,1.0,26976.7,0.0
3064656.0,18771.02,1.0,38308.2,0.0
3483608.0,21337.1,1.0,43545.1,0.0
3254104.0,19931.39,1.0,40676.3,0.0
2232392.0,13673.4,1.0,27904.9,0.0
4421432.0,27081.27,1.0,55267.9,0.0
2362320.0,14469.21,1.0,29529.0,0.0
2626552.0,16087.63,1.0,32831.9,0.0
30538606.8,25759.65,0.9098,52570.7,5266.6
2096080.0,12838.49,1.0,26201.0,0.0
2625928.0,16083.81,1.0,32824.1,0.0
2189560.0,13411.06,1.0,27369.5,0.0
3451136.0,21138.21,1.0,43139.2,0.0
3679896.0,22539.36,1.0,45998.7,0.0
2800896.0,17155.49,1.0,35011.2,0.0
4612216.0,28249.82,1.0,57652.7,0.0
2201624.0,13484.95,1.0,27520.3,0.0
17830818.4,17466.78,0.9244,35646.5,2995.8
1762272.0,10793.92,1.0,22028.4,0.0
3633160.0,22253.1,1.0,45414.5,0.0
4089120.0,25045.86,1.0,51114.0,0.0
10172625.6,19368.63,0.9681,39527.8,1402.1
4901446.8,20344.17,0.9932,41518.7,316.0
4523504.0,27706.46,1.0,56543.8,0.0
2435144.0,14915.26,1.0,30439.3,0.0
2231288.0,13666.64,1.0,27891.1,0.0
4523400.0,27705.83,1.0,56542.5,0.0
22224705.2,21888.64,0.9248,44670.7,3730.2
3139680.0,19230.54,1.0,39246.0,0.0
2862008.0,17529.8,1.0,35775.1,0.0
3309136.0,20268.46,1.0,41364.2,0.0
3435248.0,21040.89,1.0,42940.6,0.0
4342312.0,26596.66,1.0,54278.9,0.0
2107064.0,12905.77,1.0,26338.3,0.0
2173464.0,13312.47,1.0,27168.3,0.0
1833368.0,11229.38,1.0,22917.1,0.0
4628304.0,28348.36,1.0,57853.8,0.0
2043464.0,12516.22,1.0,25543.3,0.0
2790368.0,17091.0,1.0,34879.6,0.0
13960489.2,14114.69,0.9272,28805.5,2331.2
3385056.0,20733.47,1.0,42313.2,0.0
2589136.0,15858.46,1.0,32364.2,0.0
2877016.0,17621.72,1.0,35962.7,0.0
2704624.0,16565.82,1.0,33807.8,0.0
2374248.0,14542.27,1.0,29678.1,0.0
2153656.0,13191.14,1.0,26920.7,0.0
4414856.0,27040.99,1.0,55185.7,0.0
1826568.0,11187.73,1.0,22832.1,0.0
4402976.0,26968.23,1.0,55037.2,0.0
26579509.2,23777.0,0.9158,48524.5,4539.5
2133720.0,13069.03,1.0,26671.5,0.0
32550507.2,30831.46,0.9213,62921.3,5503.4
4105632.0,25147.0,1.0,51320.4,0.0
25236682.0,20591.83,0.9063,42024.2,4374.9
27132835.6,25263.7,0.9197,51558.6,4601.6
2053632.0,12578.5,1.0,25670.4,0.0
3078696.0,18857.01,1.0,38483.7,0.0
2706424.0,16576.85,1.0,33830.3,0.0
16787645.2,15943.96,0.9215,32538.7,2836.9
3194728.0,19567.71,1.0,39934.1,0.0
2946872.0,18049.59,1.0,36835.9,0.0
2794944.0,17119.03,1.0,34936.8,0.0
2853840.0,17479.77,1.0,35673.0,0.0
12872737.6,27337.94,0.9729,55791.7,1681.9
2800704.0,17154.31,1.0,35008.8,0.0
2194872.0,13443.59,1.0,27435.9,0.0
31341860.0,26517.33,0.9102,54117.0,5402.5
2801344.0,17158.23,1.0,35016.8,0.0
5737585.2,19039.78,0.9878,38856.7,525.8
18594560.8,18337.4,0.925,37423.3,3120.1
12998753.2,27658.68,0.9729,56446.3,1696.6
16421998.0,21772.83,0.9479,44434.3,2573.5
7985612.4,22544.67,0.9832,46009.5,861.0
2079880.0,12739.26,1.0,25998.5,0.0
18874795.2,17437.85,0.9189,35587.4,3205.6
2510472.0,15376.64,1.0,31380.9,0.0
4379152.0,26822.31,1.0,54739.4,0.0
2461096.0,15074.21,1.0,30763.7,0.0
1904936.0,11667.73,1.0,23811.7,0.0
30187756.4,29877.18,0.9253,60973.8,5062.0
3322536.0,20350.53,1.0,41531.7,0.0
1987176.0,12171.45,1.0,24839.7,0.0
3587256.0,21971.94,1.0,44840.7,0.0
2606568.0,15965.23,1.0,32582.1,0.0
3000616.0,18378.77,1.0,37507.7,0.0
3115520.0,19082.56,1.0,38944.0,0.0
33300431.6,31566.91,0.9214,64422.3,5629.3
2306816.0,14129.25,1.0,28835.2,0.0
3335936.0,20432.61,1.0,41699.2,0.0
3374402.4,18523.85,0.9983,37803.8,70.0
2883120.0,17659.11,1.0,36039.0,0.0
17041734.8,21007.43,0.9429,42872.3,2722.4
2479520.0,15187.06,1.0,30994.0,0.0
3344704.0,20486.31,1.0,41808.8,0.0
24060683.2,22643.41,0.9207,46211.0,4072.8
16637664.4,23632.18,0.9523,48228.9,2555.9
19203497.6,19876.22,0.9292,40563.7,3191.7
1721872.0,10546.47,1.0,21523.4,0.0
2366080.0,14492.24,1.0,29576.0,0.0
18335323.2,15750.58,0.9117,32144.0,3152.8
2968448.0,18181.74,1.0,37105.6,0.0
2307376.0,14132.68,1.0,28842.2,0.0
3419192.0,20942.55,1.0,42739.9,0.0
6333149.6,28041.78,0.9945,57228.1,351.0
2842016.0,17407.35,1.0,35525.2,0.0
3240432.0,19847.65,1.0,40505.4,0.0
4011276.4,20631.61,0.9973,42105.3,128.6
3133128.0,19190.41,1.0,39164.1,0.0
4747960.0,29081.26,1.0,59349.5,0.0
1564656.0,9583.52,1.0,19558.2,0.0
2407000.0,14742.88,1.0,30087.5,0.0
6161850.8,25617.2,0.9932,52280.0,395.9
2131872.0,13057.72,1.0,26648.4,0.0
2742752.0,16799.36,1.0,34284.4,0.0
2211552.0,13545.76,1.0,27644.4,0.0
4522888.0,27702.69,1.0,56536.1,0.0
2830944.0,17339.53,1.0,35386.8,0.0
3572936.0,21884.23,1.0,44661.7,0.0
2277464.0,13949.47,1.0,28468.3,0.0
2202664.0,13491.32,1.0,27533.3,0.0
19329293.2,18869.55,0.9241,38509.3,3249.7
2772536.0,16981.78,1.0,34656.7,0.0
3306320.0,20251.21,1.0,41329.0,0.0
3174808.0,19445.7,1.0,39685.1,0.0
3704480.0,22689.94,1.0,46306.0,0.0
2380240.0,14578.97,1.0,29753.0,0.0
2820936.0,17278.23,1.0,35261.7,0.0
2724584.0,16688.08,1.0,34057.3,0.0
3765246.8,21292.32,0.9988,43453.7,57.8
5071696.0,31064.14,1.0,63396.2,0.0
23939344.4,23219.84,0.9235,47387.4,4029.7
13660303.2,14081.39,0.9288,28737.5,2272.3
2534648.0,15524.72,1.0,31683.1,0.0
3849824.0,23580.17,1.0,48122.8,0.0
3037256.0,18603.19,1.0,37965.7,0.0
33171464.4,27667.33,0.9087,56463.9,5730.9
2271032.0,13910.07,1.0,28387.9,0.0
5055091.2,22572.41,0.9946,46066.1,274.0
18575377.6,25020.49,0.9489,51062.2,2898.1
4417058.4,20077.5,0.995,40974.5,227.8
8292416.0,27166.92,0.9875,55442.7,771.4
2094128.0,12826.53,1.0,26176.6,0.0
15980474.8,25382.15,0.9589,51800.3,2367.3
28049450.8,21890.75,0.9014,44675.0,4895.1
2454368.0,15033.0,1.0,30679.6,0.0
3764008.0,23054.55,1.0,47050.1,0.0
1909168.0,11693.65,1.0,23864.6,0.0
3156296.0,19332.31,1.0,39453.7,0.0
37289007.6,31405.07,0.9097,64092.0,6432.3
2288920.0,14019.64,1.0,28611.5,0.0
2254357.6,11995.55,0.9978,24480.7,59.2
5141669.2,29137.36,0.9988,59464.0,76.9
16357231.6,23750.19,0.9537,48469.8,2495.9
31943432.4,26926.0,0.9098,54951.0,5509.5
3350136.0,20519.58,1.0,41876.7,0.0
9586665.2,26819.02,0.9829,54732.7,1041.6
2610704.0,15990.56,1.0,32633.8,0.0
3184496.0,19505.04,1.0,39806.2,0.0
12240733.2,16232.37,0.9479,33127.3,1918.1
3829842.0,21211.44,0.9985,43288.7,73.3
2560216.0,15681.32,1.0,32002.7,0.0
22538720.8,21878.63,0.9235,44650.3,3793.3
21979530.4,23363.39,0.9314,47680.4,3633.0
5199033.2,26441.52,0.9971,53962.3,176.4
1643432.0,10066.02,1.0,20542.9,0.0
3957080.0,24237.12,1.0,49463.5,0.0
3453704.0,21153.94,1.0,43171.3,0.0
3647840.0,22343.02,1.0,45598.0,0.0
26639576.4,26375.64,0.9253,53827.8,4466.7
3486120.0,21352.49,1.0,43576.5,0.0
1720632.0,10538.87,1.0,21507.9,0.0
1780480.0,10905.44,1.0,22256.0,0.0
1878472.0,11505.64,1.0,23480.9,0.0
25105561.6,22406.24,0.9156,45727.0,4289.5
3466768.0,21233.95,1.0,43334.6,0.0
3186152.0,19515.18,1.0,39826.9,0.0
2020472.0,12375.39,1.0,25255.9,0.0
1788304.0,10953.36,1.0,22353.8,0.0
2885152.0,17671.56,1.0,36064.4,0.0
2900304.0,17764.36,1.0,36253.8,0.0
4161968.0,25492.05,1.0,52024.6,0.0
3117328.0,19093.63,1.0,38966.6,0.0
2924488.0,17912.49,1.0,36556.1,0.0
3694412.8,22412.68,0.9999,45740.2,7.0
2469904.0,15128.16,1.0,30873.8,0.0
1904856.0,11667.24,1.0,23810.7,0.0
3849672.0,23579.24,1.0,48120.9,0.0
13007784.0,16701.55,0.9457,34084.8,2056.2
3910440.0,23951.44,1.0,48880.5,0.0
2202584.0,13490.83,1.0,27532.3,0.0
37481615.2,30087.93,0.9045,61403.9,6513.9
14785639.6,17780.81,0.9411,36287.4,2376.5
1849952.0,11330.96,1.0,23124.4,0.0
2776560.0,17006.43,1.0,34707.0,0.0
2596448.0,15903.24,1.0,32455.6,0.0
18899119.2,24082.39,0.9452,49147.7,2993.5
22875982.8,20757.83,0.9172,42362.9,3897.4
3516664.0,21539.57,1.0,43958.3,0.0
2227208.0,13641.65,1.0,27840.1,0.0
3459720.0,21190.78,1.0,43246.5,0.0
2372760.0,14533.16,1.0,29659.5,0.0
2269808.0,13902.57,1.0,28372.6,0.0
2211496.0,13545.41,1.0,27643.7,0.0
7864496.8,22257.01,0.9832,45422.5,846.1
2780784.0,17032.3,1.0,34759.8,0.0
3179656.0,19475.39,1.0,39745.7,0.0
3002800.0,18392.15,1.0,37535.0,0.0
2609304.0,15981.99,1.0,32616.3,0.0
20492455.2,20041.95,0.9242,40901.9,3444.1
2858112.0,17505.94,1.0,35726.4,0.0
3254240.0,19932.22,1.0,40678.0,0.0
2979592.0,18250.0,1.0,37244.9,0.0
2161704.0,13240.44,1.0,27021.3,0.0
6814168.8,18531.0,0.982,37818.4,757.7
2338872.0,14325.59,1.0,29235.9,0.0
3284008.0,20114.55,1.0,41050.1,0.0
3027032.0,18540.57,1.0,37837.9,0.0
3812920.0,23354.13,1.0,47661.5,0.0
4105584.0,25146.7,1.0,51319.8,0.0
4584848.0,28082.19,1.0,57310.6,0.0
5141517.6,28601.41,0.9985,58370.2,94.4
28870598.8,25257.35,0.9136,51545.6,4949.4
2605528.0,15958.86,1.0,32569.1,0.0
34711620.8,28471.58,0.9069,58105.3,6012.6
2082280.0,12753.97,1.0,26028.5,0.0
3288904.0,20144.54,1.0,41111.3,0.0
2401400.0,14708.58,1.0,30017.5,0.0
12230214.8,20054.87,0.9606,40928.3,1791.2
2442344.0,14959.36,1.0,30529.3,0.0
2212520.0,13551.68,1.0,27656.5,0.0
3468216.0,21242.82,1.0,43352.7,0.0
3037184.0,18602.75,1.0,37964.8,0.0
17701109.2,19058.3,0.9325,38894.5,2917.9
3067392.0,18787.78,1.0,38342.4,0.0
8316422.8,21042.27,0.9795,42943.4,976.2
2539240.0,15552.84,1.0,31740.5,0.0
4591114.4,25853.71,0.9987,52762.7,74.0
2145496.0,13141.16,1.0,26818.7,0.0
2362608.0,14470.97,1.0,29532.6,0.0
2919072.0,17879.32,1.0,36488.4,0.0
2554880.0,15648.64,1.0,31936.0,0.0
2759648.0,16902.84,1.0,34495.6,0.0
3575264.0,21898.49,1.0,44690.8,0.0
25854229.6,24244.77,0.9203,49479.1,4379.2
2110216.0,12925.07,1.0,26377.7,0.0
34830052.0,29256.38,0.9094,59706.9,6010.7
3888352.0,23816.16,1.0,48604.4,0.0
3142008.0,19244.8,1.0,39275.1,0.0
2412768.0,14778.2,1.0,30159.6,0.0
28460510.4,24726.08,0.9129,50461.4,4884.7
25276340.4,21287.38,0.9097,43443.6,4360.2
2126376.0,13024.05,1.0,26579.7,0.0
22465459.2,22911.54,0.9279,46758.2,3745.0
28250034.8,23499.08,0.9084,47957.3,4882.7
3219592.0,19720.0,1.0,40244.9,0.0
21832288.4,25767.5,0.9397,52586.7,3525.1
3821656.0,23407.64,1.0,47770.7,0.0
2029280.0,12429.34,1.0,25366.0,0.0
2583344.0,15822.98,1.0,32291.8,0.0
4337400.0,26566.58,1.0,54217.5,0.0
2570448.0,15743.99,1.0,32130.6,0.0
22890010.8,25189.43,0.9343,51407.0,3755.5
3001520.0,18384.31,1.0,37519.0,0.0
1603168.0,9819.4,1.0,20039.6,0.0
1742168.0,10670.78,1.0,21777.1,0.0
2576872.0,15783.34,1.0,32210.9,0.0
31374837.6,28627.87,0.9177,58424.2,5340.2
23279672.4,19834.72,0.9109,40479.0,4008.3
26856265.6,22288.05,0.9081,45485.8,4643.5
21450353.2,19191.48,0.9158,39166.3,3663.4
2937392.0,17991.53,1.0,36717.4,0.0
2430000.0,14883.75,1.0,30375.0,0.0
4164832.0,25509.6,1.0,52060.4,0.0
2732784.0,16738.3,1.0,34159.8,0.0
2997528.0,18359.86,1.0,37469.1,0.0
30684795.6,26500.7,0.9123,54083.1,5271.6
8915892.8,20743.49,0.9765,42333.7,1105.8
3148984.0,19287.53,1.0,39362.3,0.0
3002312.0,18389.16,1.0,37528.9,0.0
4734496.0,28998.79,1.0,59181.2,0.0
2529816.0,15495.12,1.0,31622.7,0.0
2920024.0,17885.15,1.0,36500.3,0.0
31475611.2,24958.22,0.9032,50935.1,5480.2
2988352.0,18303.66,1.0,37354.4,0.0
3710928.0,22729.43,1.0,46386.6,0.0
2186672.0,13393.37,1.0,27333.4,0.0
2810632.0,17215.12,1.0,35132.9,0.0
2874024.0,17603.4,1.0,35925.3,0.0
2590640.0,15867.67,1.0,32383.0,0.0
1479104.0,9059.51,1.0,18488.8,0.0
3462936.0,21210.48,1.0,43286.7,0.0
3133560.0,19193.06,1.0,39169.5,0.0
3001448.0,18383.87,1.0,37518.1,0.0
3850848.0,23586.44,1.0,48135.6,0.0
18177767.2,16534.24,0.9174,33743.3,3095.7
5291858.8,18071.25,0.9886,36880.1,468.3
2340416.0,14335.05,1.0,29255.2,0.0
3091080.0,18932.87,1.0,38638.5,0.0
4453240.0,27276.1,1.0,55665.5,0.0
2154056.0,13193.59,1.0,26925.7,0.0
3770544.0,23094.58,1.0,47131.8,0.0
1860456.0,11395.29,1.0,23255.7,0.0
4557856.0,27916.87,1.0,56973.2,0.0
4397168.0,26932.65,1.0,54964.6,0.0
2540016.0,15557.6,1.0,31750.2,0.0
3129696.0,19169.39,1.0,39121.2,0.0
1981896.0,12139.11,1.0,24773.7,0.0
28108424.4,24659.71,0.9139,50325.9,4816.5
34960380.4,30579.25,0.9136,62406.6,5993.6
27692134.4,25042.27,0.9169,51106.7,4720.7
2209048.0,13530.42,1.0,27613.1,0.0
29770687.2,25402.75,0.911,51842.3,5124.7
3486312.0,21353.66,1.0,43578.9,0.0
26544593.2,25660.95,0.9232,52369.3,4471.0
2209688.0,13534.34,1.0,27621.1,0.0
30692789.6,25669.2,0.9089,52386.1,5300.4
2307464.0,14133.22,1.0,28843.3,0.0
2021672.0,12382.74,1.0,25270.9,0.0
35080346.4,29946.63,0.9111,61115.6,6038.2
3262936.0,19985.48,1.0,40786.7,0.0
2770800.0,16971.15,1.0,34635.0,0.0
3007488.0,18420.86,1.0,37593.6,0.0
26861161.6,21711.66,0.9053,44309.5,4663.3
4626752.0,28338.86,1.0,57834.4,0.0
3554936.0,21773.98,1.0,44436.7,0.0
2411064.0,14767.77,1.0,30138.3,0.0
5114200.0,31324.47,1.0,63927.5,0.0
4591280.0,28121.59,1.0,57391.0,0.0
1916680.0,11739.67,1.0,23958.5,0.0
36908099.2,32390.83,0.9139,66103.7,6324.0
2098000.0,12850.25,1.0,26225.0,0.0
30561686.8,29735.26,0.9237,60684.2,5141.4
3776008.0,23128.05,1.0,47200.1,0.0
14385433.2,17544.35,0.9421,35804.8,2304.2
33702115.2,27166.31,0.905,55441.4,5853.4
25484897.2,21485.56,0.9098,43848.1,4395.4
20988198.4,24540.42,0.939,50082.5,3396.3
14856616.4,29769.13,0.9704,60753.3,1999.3
3063520.0,18764.06,1.0,38294.0,0.0
26255566.8,24185.28,0.9186,49357.7,4461.4
4291400.0,26284.83,1.0,53642.5,0.0
4308541.2,23250.45,0.9981,47449.9,102.5
14162753.2,24902.43,0.9642,50821.3,2019.4
2900328.0,17764.51,1.0,36254.1,0.0
4067256.0,24911.94,1.0,50840.7,0.0
5928350.8,23246.83,0.9919,47442.5,426.6
3436656.0,21049.52,1.0,42958.2,0.0
1946832.0,11924.35,1.0,24335.4,0.0
2940304.0,18009.36,1.0,36753.8,0.0
2298728.0,14079.71,1.0,28734.1,0.0
15008586.0,13847.62,0.9188,28260.5,2549.5
5662583.6,29699.72,0.9976,60611.7,162.7
2977464.0,18236.97,1.0,37218.3,0.0
2184816.0,13382.0,1.0,27310.2,0.0
33024303.6,30751.5,0.9197,62758.2,5600.7
2860136.0,17518.33,1.0,35751.7,0.0
2137560.0,13092.56,1.0,26719.5,0.0
2103712.0,12885.24,1.0,26296.4,0.0
3216216.0,19699.32,1.0,40202.7,0.0
3564352.0,21831.66,1.0,44554.4,0.0
2968584.0,18182.58,1.0,37107.3,0.0
2771312.0,16974.29,1.0,34641.4,0.0
2277640.0,13950.55,1.0,28470.5,0.0
2960944.0,18135.78,1.0,37011.8,0.0
3036696.0,18599.76,1.0,37958.7,0.0
3818128.0,23386.03,1.0,47726.6,0.0
1571048.0,9622.67,1.0,19638.1,0.0
3426728.0,20988.71,1.0,42834.1,0.0
3109464.0,19045.47,1.0,38868.3,0.0
2683440.0,16436.07,1.0,33543.0,0.0
19456895.2,25949.15,0.9483,52957.4,3044.1
2768240.0,16955.47,1.0,34603.0,0.0
1891816.0,11587.37,1.0,23647.7,0.0
1903472.0,11658.77,1.0,23793.4,0.0
2651696.0,16241.64,1.0,33146.2,0.0
4174704.0,25570.06,1.0,52183.8,0.0
2822592.0,17288.38,1.0,35282.4,0.0
2316056.0,14185.84,1.0,28950.7,0.0
2212144.0,13549.38,1.0,27651.8,0.0
32417044.0,27541.33,0.9106,56206.8,5584.1
9158742.8,16272.86,0.9648,33209.9,1300.4
3447520.0,21116.06,1.0,43094.0,0.0
2453672.0,15028.74,1.0,30670.9,0.0
3826448.0,23436.99,1.0,47830.6,0.0
11336691.6,23829.57,0.9724,48631.8,1489.2
6705542.4,27892.9,0.9932,56924.3,430.3
8551538.0,26599.58,0.986,54284.8,841.8
17690478.8,18935.61,0.932,38644.1,2919.8
2314776.0,14178.0,1.0,28934.7,0.0
4548176.0,27857.58,1.0,56852.2,0.0
2554112.0,15643.94,1.0,31926.4,0.0
2500320.0,15314.46,1.0,31254.0,0.0
21026278.8,18726.14,0.9154,38216.6,3593.8
3315376.0,19749.3,0.9996,40304.7,18.2
3324768.0,20364.2,1.0,41559.6,0.0
2910952.0,17829.58,1.0,36386.9,0.0
2697800.0,16524.03,1.0,33722.5,0.0
1981688.0,12137.84,1.0,24771.1,0.0
2495184.0,15283.0,1.0,31189.8,0.0
2960488.0,18132.99,1.0,37006.1,0.0
7056464.4,21658.7,0.9857,44201.4,704.1
2599944.0,15924.66,1.0,32499.3,0.0
7149640.4,26314.78,0.9904,53703.6,570.7
23555544.4,23815.19,0.9272,48602.4,3933.5
2688624.0,16467.82,1.0,33607.8,0.0
25646204.0,22042.06,0.9118,44983.8,4409.5
4896152.8,28055.27,0.999,57255.7,63.1
3139272.0,19228.04,1.0,39240.9,0.0
1646472.0,10084.64,1.0,20580.9,0.0
2573816.0,15764.62,1.0,32172.7,0.0
5944612.4,27395.67,0.9953,55909.5,294.4
2998176.0,18363.83,1.0,37477.2,0.0
2578408.0,15792.75,1.0,32230.1,0.0
2897944.0,17749.91,1.0,36224.3,0.0
8330786.0,21664.35,0.9805,44213.0,958.7
3002000.0,18387.25,1.0,37525.0,0.0
2629912.0,16108.21,1.0,32873.9,0.0
1946384.0,11921.6,1.0,24329.8,0.0
3520064.0,21560.39,1.0,44000.8,0.0
1733320.0,10616.58,1.0,21666.5,0.0
2243056.0,13738.72,1.0,28038.2,0.0
20178562.4,18592.21,0.9187,37943.3,3428.6
2263608.0,13864.6,1.0,28295.1,0.0
24311583.6,21651.47,0.9154,44186.7,4155.3
2105528.0,12896.36,1.0,26319.1,0.0
3757240.0,23013.1,1.0,46965.5,0.0
2966528.0,18169.98,1.0,37081.6,0.0
6607920.0,26012.38,0.992,53086.5,472.2
3075808.0,18839.32,1.0,38447.6,0.0
3604576.0,22078.03,1.0,45057.2,0.0
17749016.0,19195.85,0.9328,39175.2,2923.0
7301181.2,28485.12,0.9918,58132.9,530.1
35891045.2,30971.03,0.9122,63206.2,6166.9
2996088.0,18351.04,1.0,37451.1,0.0
3039648.0,18617.84,1.0,37995.6,0.0
32841365.6,31515.98,0.9225,64318.3,5539.2
1953848.0,11967.32,1.0,24423.1,0.0
2609056.0,15980.47,1.0,32613.2,0.0
1990336.0,12190.81,1.0,24879.2,0.0
4596344.4,18754.72,0.9928,38274.9,306.9
2736176.0,16759.08,1.0,34202.2,0.0
2053440.0,12577.32,1.0,25668.0,0.0
3958925.2,17042.05,0.9939,34779.7,235.3
2642800.0,16187.15,1.0,33035.0,0.0
3561536.0,21814.41,1.0,44519.2,0.0
3583640.0,21949.79,1.0,44795.5,0.0
36340071.2,30274.47,0.9085,61784.6,6279.5
2217512.0,13582.26,1.0,27718.9,0.0
3255840.0,19942.02,1.0,40698.0,0.0
1975624.0,12100.7,1.0,24695.3,0.0
2562448.0,15694.99,1.0,32030.6,0.0
24555868.8,26678.47,0.9332,54445.9,4040.0
3659240.0,22412.85,1.0,45740.5,0.0
19074344.4,19085.47,0.9263,38949.9,3191.7
6120199.2,20891.76,0.9886,42636.2,541.9
24032829.6,21786.19,0.9171,44461.6,4095.2
4551240.0,27876.35,1.0,56890.5,0.0
2595784.0,15899.18,1.0,32447.3,0.0
2187608.0,13399.1,1.0,27345.1,0.0
2880208.0,17641.27,1.0,36002.6,0.0
2601992.0,15937.2,1.0,32524.9,0.0
8854143.2,16714.16,0.9677,34110.5,1225.1
8852762.0,20377.95,0.9761,41587.7,1105.2
23411370.0,24320.05,0.9295,49632.8,3888.2
20855834.8,24281.86,0.9386,49554.8,3378.3
27488240.4,23801.08,0.9125,48573.6,4720.5
2541696.0,15567.89,1.0,31771.2,0.0
3555736.0,21778.88,1.0,44446.7,0.0
2106160.0,12900.23,1.0,26327.0,0.0
1818976.0,11141.23,1.0,22737.2,0.0
2668672.0,16345.62,1.0,33358.4,0.0
